CandidateID,PositionID,JobTitle,ApplicationDate,Source,Stage,DateatStage
CAND-231,   POS-5 , Marketing   ,  2026-01-27   ,Indeed,   Hired  ,#N/A
CAND-232, POS-5  , marketing , 2026-02-06 ,"""Indeed""", Rejected ,N/A
 cand-233   ,#N/A,Marketing,   2026-02-04 ,  JOB FAIR   ,"""""""APPLIED""""""", 2026-02-04 
 cand-234 ,"""""""""""""""POS--5""""""""""",Marketing, 2026-02-04  , indeed ,"""""""SCREENED""""""""""""""","""""""""""""""2026--02--06"""""""""""""""
"""""""CAND--235""""""""""",POS-5,#N/A, 2026-02-04   ,"""""""""""Indeed""""""""""""""""""",  Interview 1  , 2026-02-09   
"""""""""""""""cand--236""""""""""",   POS-5  ,  ,#N/A,  Job Fair ,#N/A,  2026-02-11  
   CAND-237   , pos-5 , Marketing  ,2026-02-04, Employee Referral ,  offer  ,  2026-02-16  
  CAND-237  , POS-5   ,Marketing, 2026-02-04 , Employee Referral   , offer , 2026-02-16   
CAND-238, pos-5  ,   marketing  ,2026-02-04,"""""""""""""""Indeed""""""""""",   Hired  ,  2026-02-23  
"""""""""""CAND--240""""""""""",,#N/A,2026-01-23,Indeed,  SCREENED   ,2026-01-29
  CAND-241   ,  POS-5 ,MARKETING,"""""""""""""""2026--01--23""""""""""""""", Company Website ,  Rejected   , 2026-02-01   
 CAND-242 , pos-5  ,MARKETING,  2025-12-27   ,Indeed,, 2025-12-27 
CAND-242, POS-5  , Marketing  , 2025-12-27  , Indeed ,rejected, 2025-12-27   
CAND-244,   POS-5 ,  ,2025-12-25,   indeed ,  Applied  ,2025-12-25
 CAND-245   , POS-5 ,  marketing   ,"""2025--12--25""",Indeed, Screened  ,2025-12-31
"""""""""""""""CAND--246""""""""""",POS-5,Marketing,2025-12-25,   LinkedIn   ,Interview 1,2026-01-04
"""CAND--247""",  pos-5  ,   Marketing ,  2025-12-25  ,"""""""""""COMPANY""""WEBSITE""""""""""""""", Rejected ,#N/A
CAND-248,   POS-5   ,  Marketing  ,   2025-12-27   ,"""""""""""""""""""indeed""""""""""""""",   Applied   , 2025-12-27  
 cand-248 , POS-5   ,  Marketing ,"""2025--12--27""",Indeed,Applied, 2025-12-27   
   cand-250   ,   POS-5   ,"""""""""""""""marketing""""""",  2025-12-27   ,"""""""""""""""Job""""Fair""""""","""""""""""""""""""Interview""""1""""""""""""""""""", 2026-01-05 
 NULL ,  POS-5   ,  Marketing    ,   2025-12-27   ,  Company Website  , Rejected , 2026-01-11 
   CAND-251 ,  POS-5  ,MARKETING,   2025-12-27 ,company website, Rejected ,   2026-01-11   
  cand-253 , POS-5   ,"""""""""""""""Marketing""""""",  ,  LINKEDIN   ,"""""""""""Rejected""""""",   2026-02-08 
 CAND-254   ,"""POS--5""",  Marketing  ,  2026-01-30  ,LinkedIn,"""Applied""",    2026-01-30    
   CAND-255    ,  POS-5   ,Marketing,"""""""""""""""2026--01--30""""""""""",COMPANY WEBSITE,  REJECTED  ,    2026-02-05  
cand-256,   POS-5    ,"""Marketing""", NULL , Employee Referral  ,  APPLIED   ,2026-01-21
 CAND-257  ,   pos-5  ,   marketing  ,    2026-01-21  ,LINKEDIN,   Screened ,2026-01-27
"""""""CAND--258""""""""""""""",POS-5,  Marketing ,,  indeed ,,  2026-01-29 
 CAND-259  ,"""POS--5""",Marketing,  2026-01-21 ,#N/A,"""Interview""""2""","""2026--02--02"""
 cand-260 ,"""""""POS--5""""""""""",marketing,  2026-01-21 ,"""""""""""""""INDEED""""""""""""""",Offer,   2026-02-04   
 CAND-261 , pos-5 ,N/A,"""""""2026--01--21""""""", Employee Referral  ,  hired ,2026-02-09
  CAND-262   , POS-5  ,   Marketing , 2026-01-31 ,  Job Fair ,"""""""""""""""Applied""""""",2026-01-31
 CAND-263 ,  POS-5  ,   Marketing ,#N/A,LinkedIn,"""""""""""""""Rejected""""""",  2026-02-07  
   CAND-264 ,  , NULL ,  2026-01-15  ,"""""""""""""""Indeed""""""""""""""",  ,  2026-01-15 
 CAND-265 ,   POS-6  , operations , 2026-01-15   ,  ,"""""""""""""""Screened""""""", 2026-01-22  
 CAND-266   ,   POS-6 ,  OPERATIONS ,   2026-01-15  ,Company Website, Interview 1  , 2026-01-25   
  cand-267   , NULL ,   operations  ,"""2026--01--15""",  Job Fair   ,   Interview 2 , 2026-01-30  
   CAND-268   ,N/A,,"""""""2026--01--15""""""""""""""", JOB FAIR ,  Offer   ,   2026-02-05   
"""CAND--269""",  POS-6 ,   operations  ,2026-01-15,   Indeed   ,   HIRED   ,  2026-02-10   
   CAND-270   ,pos-6,"""Operations""",,JOB FAIR,"""""""""""REJECTED""""""""""",
  cand-271    ,"""""""""""POS--6""""""""""",operations,"""2026--01--12""",Employee Referral,   Applied    ,"""""""""""""""2026--01--12"""""""""""
"""CAND--272""",   POS-6  ,"""""""""""""""Operations""""""""""",  , LinkedIn ,,#N/A
  ,"""""""""""POS--6""""""""""""""",  OPERATIONS ,  ,   Company Website ,   Rejected  ,"""""""""""2026--01--23"""""""""""
   CAND-273   ,  POS-6   , Operations  , 2026-01-12  ,COMPANY WEBSITE,   Rejected   ,"""""""""""2026--01--23"""""""""""""""
 CAND-275   ,pos-6,Operations,#N/A,"""""""""""Company""""Website""""""""""""""""""",  Screened ,   2025-12-28  
 CAND-276   ,POS-6, operations ,2025-12-26,   LinkedIn   ,   INTERVIEW 1  ,2026-01-04
CAND-277,"""""""""""""""POS--6""""""""""", OPERATIONS   , 2025-12-26 ,   Employee Referral  ,  Interview 2  ,   2026-01-08 
"""""""""""""""CAND--278""""""""""",  POS-6  ,"""""""""""""""Operations""""""""""",  2025-12-26   ,Job Fair,Offer,2026-01-15
CAND-279,  POS-6  , Operations   ,N/A,  Job Fair ,    Hired   ,  2026-01-18   
   CAND-280 ,   POS-6   ,Operations,"""""""2026--01--27""""""""""""""",,N/A, 2026-01-27 
"""CAND--281""",,operations,  2026-01-27   , Job Fair ,   Screened ,"""""""""""""""""""2026--01--29"""""""""""
    CAND-282  ,   POS-6   ,"""""""""""Operations""""""""""""""",  2026-01-27   ,  Job Fair   ,"""""""Interview""""1""""""""""""""",2026-02-03
 CAND-283 ,   POS-6 , operations   ,  2026-01-27   ,INDEED, Interview 2  ,2026-02-08
cand-284,POS-6,   Operations  ,, Employee Referral ,, 2026-02-14  
"""CAND--285""",  POS-6  , Operations ,    2026-01-27  ,  Indeed   ,"""""""""""""""""""Hired""""""""""""""""""","""""""""""2026--02--21"""""""""""""""
  CAND-286   ,   POS-6   ,   OPERATIONS  ,2025-12-18,"""""""""""""""Company""""Website""""""""""""""",Applied,  2025-12-18   
  ,"""""""""""POS--6""""""""""""""""""",#N/A,"""""""2025--12--18""""""""""",LinkedIn,"""""""""""""""Rejected""""""""""""""","""2025--12--24"""
"""""""CAND--288""""""""""", POS-6  ,   Operations   ,   2025-12-21 ,"""""""LinkedIn""""""",Applied, 2025-12-21 
"""""""""""""""""""CAND--289""""""""""""""",pos-6,"""Operations""",   2025-12-21 ,   linkedin  ,"""""""""""Rejected""""""""""""""","""2025--12--26"""
  , NULL ,  Operations  ,"""""""2026--01--05""""""",Indeed,"""""""Applied""""""""""",  2026-01-05  
  CAND-291  ,  ,   Operations    ,"""2026--01--05""",   Job Fair  , Screened ,2026-01-07
CAND-292,    pos-6  , Operations ,  2026-01-05  ,  Company Website  ,  interview 1 ,    2026-01-14  
N/A,  POS-6    ,   Operations   ,2026-01-05,  COMPANY WEBSITE ,  Interview 2 ,2026-01-18
  CAND-294   ,"""pos--6""", operations ,N/A, LINKEDIN   ,Offer, 2026-01-25 
    CAND-295  , POS-6   ,operations,2026-01-05,Indeed,  Hired   , 2026-01-28 
   cand-296 ,   POS-6    ,  ,   2025-12-08   ,  Company Website   ,"""""""""""""""Applied""""""",  2025-12-08   
   CAND-296 ,"""""""""""POS--6""""""",  Operations  ,"""""""""""2025--12--08""""""""""","""""""""""Company""""Website""""""""""", Applied , 2025-12-08 
 CAND-297 ,  POS-6 , Operations  ,2025-12-08,Job Fair,Rejected,   2025-12-13   
"""""""CAND--299""""""""""""""",   POS-6   ,"""""""OPERATIONS""""""""""",  2025-12-06 , Company Website  , NULL ,  2025-12-11   
  CAND-299  ,"""""""""""""""pos--6""""""""""""""", operations ,2025-12-06,"""""""Company""""Website""""""",  Screened  ,   2025-12-11   
"""""""""""""""CAND--301""""""""""""""",  POS-6    ,, 2025-12-06   , LinkedIn ,Interview 2,  
  CAND-302 ,POS-6,    Operations  ,  2025-12-06  ,  Indeed  ,"""""""""""""""Rejected""""""""""""""""""",  2025-12-27 
   CAND-303   , pos-6   ,#N/A,,"""Company""""Website""","""Applied""", NULL 
   CAND-304   ,pos-6,operations,  2025-12-02 ,  Indeed ,  Screened  ,"""""""""""""""2025--12--04"""""""""""
"""CAND--305""", POS-6   ,  Operations ,2025-12-02,  Company Website  ,  Interview 1   , 2025-12-06  
  cand-305 ,  POS-6 ,Operations, 2025-12-02  ,Company Website,  Interview 1   ,  2025-12-06 
  CAND-307 ,  ,  Operations   , NULL ,LinkedIn,   Offer   , 2025-12-11  
CAND-308,  POS-6   ,"""Operations""",  2025-12-02 , company website ,  hired , 2025-12-16   
  CAND-309   ,#N/A,Operations,    2026-01-18  ,   Indeed  ,Applied,   2026-01-18  
CAND-310,"""""""""""POS--6""""""""""",   Operations , 2026-01-18 ,    Job Fair    ,#N/A,2026-01-23
 CAND-311 ,"""""""""""POS--6""""""""""",operations,2026-01-18,  Indeed ,"""""""INTERVIEW""""1""""""",   2026-01-27 
  CAND-312   ,   POS-6  , NULL , 2026-01-18 ,  LinkedIn  ,Interview 2,"""2026--02--03"""
 CAND-313 ,  ,"""""""""""""""OPERATIONS""""""",  2026-01-18 ,Company Website,"""""""""""""""Offer""""""""""",  2026-02-06 
CAND-314, POS-6 ,Operations,"""2026--01--18""",, Hired   ,2026-02-13
  ,POS-6,  OPERATIONS   ,N/A, INDEED  ,   Applied ,  2026-01-30  
"""""""""""cand--316""""""""""",   POS-6   ,#N/A,2026-01-30,Employee Referral,   Screened  ,  2026-02-04 
"""""""""""""""cand--317""""""""""""""","""pos--6""","""""""""""Operations""""""""""""""", 2026-01-30 ,job fair,  rejected  ,"""2026--02--09"""
 CAND-318  ,"""POS--6""",  operations  ,2025-12-18,"""""""""""Job""""Fair""""""""""""""""""",applied,   2025-12-18   
   CAND-318 ,  pos-6  ,  Operations   ,2025-12-18,"""""""""""job""""fair""""""""""","""""""""""Applied""""""""""", 2025-12-18 
CAND-320,"""""""POS--6""""""""""","""""""""""Operations""""""""""""""",  2025-12-18   ,   LINKEDIN   ,  INTERVIEW 1   ,   2025-12-26 
   cand-321    ,   POS-6 ,   OPERATIONS   ,   2025-12-18   ,   Indeed  , Rejected ,"""""""""""""""""""2025--12--31"""""""""""""""
CAND-321,   POS-6 ,"""operations""",  2025-12-18 , INDEED , Rejected , 2025-12-31 
"""CAND--323""",  pos-6 ,"""""""OPERATIONS""""""""""",2025-12-18,   Indeed   ,"""""""APPLIED""""""",   2025-12-18  
"""""""CAND--324""""""",   pos-6 ,operations,2025-12-18, LinkedIn  , screened  ,"""""""2025--12--21"""""""
N/A,"""""""""""""""POS--6""""""""""""""", Operations ,"""""""""""2025--12--18""""""""""""""", Indeed  ,  , 2025-12-28 
  cand-325 ,POS-6,   Operations   ,2025-12-18,Indeed, Interview 1   ,2025-12-28
   CAND-327  ,"""POS--7""",  IT   ,2026-02-03,   LinkedIn   ,   rejected   ,    2026-02-03    
"""""""""""""""cand--328""""""",  POS-7   ,"""""""""""""""it""""""",#N/A,"""""""""""INDEED""""""""""""""""""",Applied,2026-01-12
  CAND-328 ,"""POS--7""",  IT ,   2026-01-12 ,  Indeed  ,   Applied ,   2026-01-12 
  CAND-330  ,  , NULL ,"""""""""""2026--01--12""""""",  COMPANY WEBSITE ,  Rejected ,   2026-01-23  
 CAND-331   , POS-7   ,"""""""IT""""""""""""""", 2026-02-05 ,EMPLOYEE REFERRAL,Rejected,"""""""""""2026--02--05"""""""
N/A,    POS-7   ,IT, 2025-12-20   ,Employee Referral,,N/A
"""""""""""CAND--333""""""",  ,  IT  , 2025-12-20   ,"""""""""""""""linkedin""""""",  Screened  ,   2025-12-23  
N/A, pos-7 ,    IT  ,,  Employee Referral    ,Interview 1,  2025-12-26   
   CAND-335   ,"""""""""""""""POS--7""""""",IT, 2025-12-20 ,  EMPLOYEE REFERRAL   ,   rejected   ,  2025-12-28 
  CAND-336    , POS-7   , IT  ,"""2026--01--15""",N/A,  rejected  , 2026-01-15   
   CAND-337  , POS-7   ,  IT   , 2026-01-08 ,Company Website,   Applied  ,    2026-01-08   
 NULL ,N/A,IT,    2026-01-08  ,   Company Website   , Screened , NULL 
CAND-339,"""""""""""POS--7""""""""""""""",   it ,  2026-01-08   ,"""indeed""",Interview 1, 2026-01-16 
CAND-340,#N/A,   IT  ,   2026-01-08   ,  LinkedIn  , NULL ,2026-01-23
  ,  ,"""""""IT""""""", NULL ,#N/A, Offer  ,  2026-01-29 
"""CAND--342""", pos-7   ,"""""""""""it""""""""""""""","""2026--01--08""","""Indeed""","""""""Hired""""""", 2026-02-03 
CAND-342,POS-7,"""""""""""IT""""""""""","""""""""""""""2026--01--08""""""""""""""",   Indeed  ,Hired,2026-02-03
   CAND-344  ,  POS-7 ,IT,   2026-01-29 ,"""""""Employee""""Referral""""""""""", NULL ,2026-01-29
   CAND-345   ,N/A, IT ,2026-01-29, NULL ,   screened , 2026-01-31 
   cand-346   , POS-7 ,  , 2026-01-29  , LinkedIn ,Interview 1,"""""""2026--02--03"""""""
  CAND-347 ,pos-7,  IT  ,2026-01-29, Indeed  , Interview 2   , 2026-02-09 
 CAND-348   , POS-7  ,   IT   ,    2026-01-29  , LinkedIn ,#N/A, NULL 
   CAND-349  ,"""POS--7""","""""""IT""""""",   2025-12-25  ,Company Website,"""""""""""Rejected""""""""""", 2025-12-25   
"""CAND--350""",   POS-7    ,  IT  , 2025-12-10 ,#N/A,REJECTED,"""""""""""""""2025--12--10"""""""""""
 CAND-351 ,   POS-8 ,   Regional Sales  ,,Job Fair,  Applied , 2026-01-11 
"""cand--351""","""""""""""POS--8""""""""""""""",  Regional Sales  ,   2026-01-11  ,   JOB FAIR   ,   Applied  ,"""2026--01--11"""
   CAND-353   , POS-8  ,"""""""Regional""""Sales""""""", 2025-12-31 ,"""""""""""EMPLOYEE""""REFERRAL""""""""""""""","""""""""""""""Applied""""""""""""""","""""""""""""""2025--12--31"""""""""""""""
"""""""CAND--354""""""","""""""""""POS--8""""""", REGIONAL SALES ,  2025-12-31 ,"""""""INDEED""""""""""""""",N/A,"""""""""""2026--01--07"""""""""""
CAND-354,  POS-8 ,  REGIONAL SALES  ,  2025-12-31 , Indeed ,   Rejected  ,   2026-01-07  
   CAND-356   , POS-8 ,   REGIONAL SALES , 2025-12-27 ,   LinkedIn , NULL ,   2025-12-31   
"""""""""""CAND--357""""""""""",  POS-8   ,   Regional Sales ,"""""""2025--12--27""""""", Job Fair ,interview 1,  2026-01-07    
   CAND-358   , POS-8 ,   regional sales ,N/A,job fair,"""interview""""2""",2026-01-09
  CAND-359 ,"""""""POS--8""""""""""""""",,  2025-12-27 ,  Job Fair   ,Offer,  2026-01-12  
   cand-360   ,POS-8,  Regional Sales  ,   2025-12-27   ,   EMPLOYEE REFERRAL   ,   Hired  ,2026-01-14
CAND-360,  pos-8   ,  Regional Sales ,2025-12-27,  Employee Referral , Hired   ,   2026-01-14 
"""""""CAND--362""""""""""",  POS-8 ,#N/A, 2026-01-26 ,"""Employee""""Referral""",SCREENED,   2026-01-29 
"""CAND--363""",#N/A, Regional Sales ,2026-01-26,   linkedin  ,  interview 1 ,  2026-02-02    
   CAND-364 ,POS-8,  Regional Sales   ,2026-01-26,"""""""""""company""""website""""""",INTERVIEW 2,  2026-02-05   
 CAND-364 ,   POS-8 ,"""Regional""""Sales""",   2026-01-26   ,Company Website, Interview 2   , 2026-02-05  
#N/A,  pos-8  ,,"""""""""""2026--01--26""""""""""",  Job Fair  ,   Hired  ,2026-02-10
  CAND-367  , POS-8 ,"""""""""""Regional""""Sales""""""""""""""",   2026-01-20   , JOB FAIR , APPLIED ,   2026-01-20 
cand-368, POS-8 ,  Regional Sales   , NULL ,Company Website,   Screened ,
 NULL , NULL , NULL ,2026-01-20,   Job Fair   ,Interview 1,   2026-01-28  
 CAND-370  ,"""""""""""""""POS--8""""""", regional sales ,"""""""2026--01--20""""""",  Job Fair   , Interview 2  ,"""2026--01--31"""
#N/A,POS-8,   Regional Sales  ,  2026-01-20    ,#N/A, Offer   ,2026-02-05
 CAND-372 ,"""""""""""""""POS--8""""""", REGIONAL SALES , 2026-01-20  ,Indeed,   Hired ,"""2026--02--08"""
  CAND-372  , POS-8  ,Regional Sales,2026-01-20,  INDEED  ,Hired,2026-02-08
   CAND-374  ,   POS-8   ,  Regional Sales  ,    2026-01-25    ,  Job Fair   , screened   ,"""""""2026--01--30"""""""""""""""
"""""""""""""""CAND--375""""""""""",  POS-8   , Regional Sales ,   2026-01-25  , Job Fair   ,"""""""""""""""interview""""1""""""""""",   2026-02-01 
  ,  POS-8 ,   Regional Sales   , 2026-01-25  ,LINKEDIN,  Interview 2 , 2026-02-07   
"""""""CAND--376""""""""""""""",POS-8, Regional Sales   ,   2026-01-25  , LINKEDIN  , Interview 2  ,2026-02-07
  ,  POS-8   , regional sales ,"""""""""""2026--02--07""""""""""",   Job Fair  ,   APPLIED , NULL 
CAND-379,#N/A,"""Regional""""Sales""",2026-02-07,"""""""""""""""Company""""Website""""""""""""""",Screened,2026-02-09
CAND-380,POS-8,  Regional Sales ,  ,,   Rejected  , 2026-02-12  
"""""""""""CAND--381""""""",    pos-8  , regional sales ,   2026-01-28  , NULL , Applied , 2026-01-28  
 CAND-382   ,"""POS--8""",Regional Sales,  ,INDEED, REJECTED   ,   2026-02-03   
    CAND-383    , POS-8 , Regional Sales ,   2026-01-17  ,   Company Website ,  Applied ,  2026-01-17  
  cand-383   ,POS-8,"""Regional""""Sales""", 2026-01-17  ,"""""""""""""""Company""""Website""""""""""",   applied   ,"""""""2026--01--17"""""""
  cand-385 , POS-8  ,#N/A,2026-01-17,"""""""""""""""job""""fair""""""""""","""""""""""""""Interview""""1""""""""""",#N/A
   CAND-386   ,"""""""""""POS--8""""""""""""""","""""""Regional""""Sales""""""","""2026--01--17""",    employee referral    ,interview 2,   2026-02-01   
   CAND-387 ,#N/A,   Regional Sales ,"""""""""""""""2026--01--17""""""""""""""","""LinkedIn""",  Rejected  , 2026-02-04  
  CAND-388  , NULL ,Regional Sales,   2026-01-17 ,  company website  , Applied  ,"""""""""""""""2026--01--17"""""""""""""""
   CAND-389    ,POS-8,"""Regional""""Sales""",2026-01-17,  Indeed   ,   Screened   ,"""""""2026--01--21"""""""""""""""
CAND-389,   POS-8   , Regional Sales  , 2026-01-17   , Indeed  , Screened  ,  2026-01-21 
 CAND-390  ,"""""""""""POS--8""""""""""""""","""Regional""""Sales""",2026-01-17,  indeed ,   Rejected  ,"""""""""""""""2026--01--28"""""""""""""""
cand-391,   POS-8 ,regional sales, 2026-01-07   , Company Website   ,   Applied  ,  2026-01-07   
 CAND-393 ,   POS-8   ,#N/A,"""""""2026--01--07""""""""""",   LinkedIn  ,    Rejected    , 2026-01-13   
   CAND-394  ,   pos-8  ,   regional sales ,2026-02-08,  INDEED  ,  REJECTED   ,   2026-02-08   
  CAND-394 ,  POS-8  ,  Regional Sales ,2026-02-08,"""""""INDEED""""""",  Rejected   ,   2026-02-08   
CAND-396,   POS-8 , regional sales   ,   2026-01-22 ,Indeed,Screened,2026-01-24
   CAND-397   ,POS-8, Regional Sales ,   2026-01-22 , Job Fair   ,Rejected,   2026-01-28  
CAND-398,  POS-8  ,  , 2025-12-28   ,employee referral,   REJECTED ,"""""""""""""""2025--12--28"""""""""""""""
 CAND-399   ,POS-8,  REGIONAL SALES   ,"""""""""""""""""""2026--02--04""""""""""""""",   job fair ,  applied   ,N/A
cand-399,pos-8,   REGIONAL SALES ,"""""""""""2026--02--04""""""""""""""",   Job Fair  , APPLIED   ,"""""""""""2026--02--04"""""""""""
 CAND-401  ,   pos-8 ,  Regional Sales  ,  2026-01-27  , EMPLOYEE REFERRAL  ,Rejected, 2026-01-27  
 CAND-401  ,  POS-8   ,Regional Sales,   2026-01-27  ,   Employee Referral  , Rejected  , 2026-01-27   
  CAND-403   ,POS-9,  , 2025-12-26  ,"""""""""""INDEED""""""""""""""",  SCREENED  ,    2025-12-29   
CAND-404, pos-9   ,Regional Sales,2025-12-26,company website,Interview 1,"""""""""""""""2026--01--03"""""""
"""""""""""""""CAND--405""""""""""""""", POS-9 ,"""""""""""REGIONAL""""SALES""""""""""""""",  2025-12-26   ,  Job Fair  ,   Interview 2  ,  2026-01-07   
   CAND-405   ,POS-9,   regional sales , 2025-12-26   ,  Job Fair ,interview 2,  2026-01-07  
  cand-407 ,   POS-9 , Regional Sales   ,"""""""""""""""2025--12--26""""""""""",N/A,hired,2026-01-20
   CAND-408 ,POS-9,"""""""Regional""""Sales""""""""""""""","""""""""""""""2026--01--27""""""""""",    Job Fair  ,   APPLIED ,   2026-01-27  
  CAND-409 ,"""""""""""""""POS--9""""""","""""""REGIONAL""""SALES""""""",2026-01-27,"""""""""""""""LinkedIn""""""""""""""", NULL ,    2026-02-01    
 NULL ,POS-9,   Regional Sales   ,   2026-01-27   ,  employee referral   ,   Rejected  ,2026-02-04
    cand-411  ,   POS-9  ,Regional Sales,  2026-01-04 ,   LinkedIn    ,"""""""""""REJECTED""""""""""""""""""",N/A
CAND-412,POS-9, Regional Sales  , 2025-12-04 ,   Company Website  ,,#N/A
   CAND-412 ,"""POS--9""",  Regional Sales  ,2025-12-04,Company Website,   Rejected ,"""""""""""""""2025--12--04"""""""""""
 CAND-414 ,   POS-9   ,"""""""""""Regional""""Sales""""""""""",2025-12-13,  Job Fair ,"""APPLIED""","""""""""""""""2025--12--13"""""""""""
   CAND-415   ,  pos-9  ,#N/A,  2025-12-13   ,N/A,   Rejected  ,   2025-12-18    
CAND-416,POS-9,    Regional Sales  ,2026-01-06, LinkedIn  ,Applied, 2026-01-06   
   CAND-417   , POS-9 , Regional Sales  ,2026-01-06,   Indeed   ,   Screened  ,   2026-01-09  
"""""""""""""""""""CAND--418""""""""""", NULL , Regional Sales  ,"""""""""""2026--01--06""""""""""""""",N/A,  Interview 1  ,"""2026--01--14"""
  CAND-419   ,"""""""POS--9""""""""""""""",   REGIONAL SALES   ,  2026-01-06    ,"""""""Company""""Website""""""",#N/A,  
  CAND-420 ,   POS-9  ,Regional Sales, 2026-01-06  ,  Indeed   ,  OFFER  , 2026-01-21 
CAND-421, POS-9 ,Regional Sales,  2026-01-06  , Employee Referral ,"""""""""""hired""""""""""",   2026-01-28   
 CAND-421  ,"""POS--9""",  regional sales   ,   2026-01-06 ,  Employee Referral  , Hired   ,"""""""""""2026--01--28"""""""""""
N/A,POS-9,#N/A,   2025-12-23   ,LinkedIn,  Screened   , 2025-12-29 
   CAND-423 ,POS-9,  Regional Sales  ,  2025-12-23 ,LinkedIn, Screened   , 2025-12-29  
#N/A, POS-9 ,    Regional Sales    ,  2025-12-23 ,"""""""""""Employee""""Referral""""""""""",  rejected   ,2026-01-11
  CAND-426 ,"""""""""""""""POS--9""""""""""",   Regional Sales   ,"""""""2025--12--18""""""""""""""","""JOB""""FAIR""", NULL ,   2025-12-18   
CAND-427,  POS-9  ,   Regional Sales   ,"""""""""""""""2025--12--03""""""",   Job Fair  , Rejected ,   2025-12-03 
   CAND-427  ,"""POS--9""","""""""Regional""""Sales""""""",   2025-12-03  ,job fair,Rejected,2025-12-03
cand-429,  pos-9   ,regional sales,"""2026--01--06""",  EMPLOYEE REFERRAL  , Applied ,   2026-01-06 
"""CAND--430""","""""""POS--9""""""""""", NULL ,"""""""""""""""2026--01--06""""""""""",   job fair   ,   Rejected ,2026-01-13
